week_index,week_label,sku_id,units_sold,search_index,housing_permits,metro,scenario_type,sales_velocity_4w,sales_velocity_1w,search_velocity_4w,search_velocity_1w,permit_velocity_4w,rolling_7w_avg_sales,surge_score
27,W-76,WS-KIT-63,218,10.4,120,New York,R,5.2,5.8,-10.5,8.3,4.6,203.7,3.4
28,W-75,WS-KIT-63,248,11.8,115,New York,R,16.2,13.8,3.5,13.5,-0.2,213.4,6.0
29,W-74,WS-KIT-63,205,9.8,105,New York,R,-8.1,-17.3,-11.9,-16.9,-8.9,214.3,0.0
30,W-73,WS-KIT-63,215,9.6,118,New York,R,-1.9,4.9,-7.7,-2.0,3.3,217.4,1.3
31,W-72,WS-KIT-63,230,12.2,110,New York,R,3.8,7.0,17.3,27.1,-3.9,220.3,6.9
32,W-71,WS-KIT-63,243,13.1,112,New York,R,8.2,5.7,20.7,7.4,0.0,223.6,9.4
33,W-70,WS-KIT-63,235,12.8,116,New York,R,5.3,-3.3,14.5,-2.3,4.3,227.7,8.1
34,W-69,WS-KIT-63,244,9.1,113,New York,R,5.7,3.8,-23.7,-28.9,-0.9,231.4,1.7
35,W-68,WS-KIT-63,236,10.7,115,New York,R,-0.8,-3.3,-9.3,17.6,2.0,229.7,0.8
36,W-67,WS-KIT-63,227,10.8,114,New York,R,-5.2,-3.8,-5.5,0.9,0.0,232.9,0.0
37,W-66,WS-KIT-63,235,11.5,119,New York,R,-0.2,3.5,6.0,6.5,3.9,235.7,3.6
38,W-65,WS-KIT-63,251,9.5,111,New York,R,6.6,6.8,-9.7,-17.4,-3.7,238.7,2.0
39,W-64,WS-KIT-63,239,10.5,105,New York,R,0.7,-4.8,-1.2,10.5,-8.5,238.1,0.2
40,W-63,WS-KIT-63,184,12.5,111,New York,R,-22.7,-23.0,18.2,19.0,-1.1,230.9,6.1
41,W-62,WS-KIT-63,188,10.5,112,New York,R,-17.3,2.2,-4.5,-16.0,0.4,222.9,0.2
42,W-61,WS-KIT-63,186,9.3,120,New York,R,-13.7,-1.1,-13.5,-11.4,9.3,215.7,3.7
43,W-60,WS-KIT-63,179,11.4,120,New York,R,-10.2,-3.8,6.5,22.6,7.1,208.9,5.0
44,W-59,WS-KIT-63,160,10.9,115,New York,R,-13.2,-10.6,-0.2,-4.4,-0.6,198.1,0.0
45,W-58,WS-KIT-63,152,11.7,116,New York,R,-14.7,-5.0,11.2,7.3,-0.6,184.0,3.7
46,W-57,WS-KIT-63,141,10.0,116,New York,R,-16.7,-7.2,-7.6,-14.5,-1.5,170.0,0.0
47,W-56,WS-KIT-63,146,11.5,107,New York,R,-7.6,3.5,4.5,15.0,-8.4,164.6,1.5
48,W-55,WS-KIT-63,119,10.5,107,New York,R,-20.5,-18.5,-4.8,-8.7,-5.7,154.7,0.0
49,W-54,WS-KIT-63,112,10.8,109,New York,R,-19.7,-5.9,-1.1,2.9,-2.2,144.1,0.0
50,W-53,WS-KIT-63,115,13.1,114,New York,R,-11.2,2.7,22.4,21.3,3.9,135.0,9.0
51,W-52,WS-KIT-63,119,12.8,113,New York,R,-3.3,3.5,11.5,-2.3,3.4,129.1,5.2
52,W-51,WS-KIT-63,108,11.4,111,New York,R,-7.1,-9.2,-3.4,-10.9,0.2,122.9,0.1
53,W-50,WS-KIT-63,93,12.8,111,New York,R,-18.1,-13.9,6.4,12.3,-0.7,116.0,2.1
54,W-49,WS-KIT-63,96,10.3,109,New York,R,-11.7,3.2,-17.8,-19.5,-2.9,108.9,0.0
55,W-48,WS-KIT-63,98,12.7,116,New York,R,-5.8,2.1,7.4,23.3,4.5,105.9,4.3
56,W-47,WS-KIT-63,82,10.3,106,New York,R,-17.0,-16.3,-12.7,-18.9,-5.1,101.6,0.0
57,W-46,WS-KIT-63,91,12.7,111,New York,R,-1.4,11.0,10.2,23.3,0.5,98.1,3.6
58,W-45,WS-KIT-63,87,12.8,116,New York,R,-5.2,-4.4,11.3,0.8,5.0,93.6,5.8
59,W-44,WS-KIT-63,95,10.1,118,New York,R,6.1,9.2,-16.7,-21.1,5.1,91.7,3.9
60,W-43,WS-KIT-63,91,10.2,108,New York,R,2.5,-4.2,-11.1,1.0,-4.2,91.4,0.8
61,W-42,WS-KIT-63,93,12.6,109,New York,R,2.2,2.2,10.0,23.5,-3.8,91.0,4.0
62,W-41,WS-KIT-63,97,11.2,115,New York,R,6.0,4.3,-2.0,-11.1,2.0,90.9,2.6
63,W-40,WS-KIT-63,92,11.4,105,New York,R,-2.1,-5.2,3.4,1.8,-6.7,92.3,1.1
64,W-39,WS-KIT-63,109,10.4,114,New York,R,16.9,18.5,-8.4,-8.8,4.3,94.9,6.8
65,W-38,WS-KIT-63,116,11.0,120,New York,R,18.7,6.4,-3.5,5.8,8.4,99.0,9.0
66,W-37,WS-KIT-63,109,11.8,117,New York,R,5.3,-6.0,7.3,7.3,3.1,101.0,5.3
67,W-36,WS-KIT-63,128,11.2,109,New York,R,20.2,17.4,0.4,-5.1,-4.4,106.3,6.2
68,W-35,WS-KIT-63,129,10.1,105,New York,R,11.7,0.8,-9.0,-9.8,-8.7,111.4,3.5
69,W-34,WS-KIT-63,139,12.7,106,New York,R,15.4,7.8,15.2,25.7,-6.0,117.4,9.7
70,W-33,WS-KIT-63,131,11.9,112,New York,R,3.8,-5.8,3.9,-6.3,2.5,123.0,3.4
71,W-32,WS-KIT-63,157,9.3,119,New York,R,19.2,19.8,-19.0,-21.8,10.2,129.9,9.8
72,W-31,WS-KIT-63,153,11.2,114,New York,R,10.1,-2.5,1.8,20.4,3.2,135.1,4.9
73,W-30,WS-KIT-63,160,12.2,112,New York,R,10.3,4.6,8.2,8.9,-0.7,142.4,5.8
74,W-29,WS-KIT-63,190,11.5,106,New York,R,26.5,18.8,3.1,-5.7,-7.2,151.3,9.0
75,W-28,WS-KIT-63,167,10.1,109,New York,R,1.2,-12.1,-8.6,-12.2,-3.3,156.7,0.4
76,W-27,WS-KIT-63,184,10.8,119,New York,R,9.9,10.2,-4.0,6.9,7.9,163.1,6.1
77,W-26,WS-KIT-63,230,9.7,113,New York,R,31.2,25.0,-13.0,-10.2,1.3,177.3,9.9
78,W-25,WS-KIT-63,193,12.4,116,New York,R,0.1,-16.1,17.8,27.8,3.8,182.4,7.5
79,W-24,WS-KIT-63,227,10.5,106,New York,R,17.3,17.6,-2.3,-15.3,-7.2,193.0,5.2
80,W-23,WS-KIT-63,224,12.0,118,New York,R,7.4,-1.3,10.6,14.3,4.0,202.1,7.4
81,W-22,WS-KIT-63,226,12.6,114,New York,R,3.4,0.9,13.0,5.0,0.7,207.3,5.6
82,W-21,WS-KIT-63,241,9.9,114,New York,R,10.8,6.6,-16.6,-21.4,0.4,217.9,3.4
83,W-20,WS-KIT-63,270,12.5,113,New York,R,17.6,12.0,11.1,26.3,0.0,230.1,9.0
84,W-19,WS-KIT-63,268,10.8,119,New York,R,11.6,-0.7,-8.1,-13.6,3.7,235.6,5.0
85,W-18,WS-KIT-63,277,11.5,109,New York,R,10.2,3.4,0.4,6.5,-5.2,247.6,3.2
86,W-17,WS-KIT-63,237,10.6,109,New York,R,-10.2,-14.4,-5.1,-7.8,-4.2,249.0,0.0
87,W-16,WS-KIT-63,217,10.4,106,New York,R,-17.5,-8.4,-8.4,-1.9,-5.8,248.0,0.0
88,W-15,WS-KIT-63,227,10.0,110,New York,R,-9.1,4.6,-7.6,-3.8,-0.7,248.1,0.0
89,W-14,WS-KIT-63,231,12.6,107,New York,R,-3.5,1.8,18.6,26.0,-1.4,246.7,6.2
90,W-13,WS-KIT-63,219,12.4,115,New York,R,-3.9,-5.2,13.8,-1.6,6.5,239.4,7.2
91,W-12,WS-KIT-63,238,10.5,108,New York,R,6.5,8.7,-7.5,-15.3,-1.4,235.1,1.9
92,W-11,WS-KIT-63,208,12.7,111,New York,R,-9.1,-12.6,11.6,21.0,0.9,225.3,4.2
93,W-10,WS-KIT-63,199,14.4,108,New York,R,-11.2,-4.3,19.5,13.4,-2.0,219.9,6.5
94,W-9,WS-KIT-63,233,14.5,112,New York,R,7.9,17.1,16.0,0.7,1.4,222.1,8.3
95,W-8,WS-KIT-63,233,16.3,111,New York,R,6.2,0.0,25.1,12.4,1.1,223.0,10.7
96,W-7,WS-KIT-63,211,17.7,105,New York,R,-3.3,-9.4,22.3,8.6,-5.0,220.1,7.4
97,W-6,WS-KIT-63,216,18.5,115,New York,R,-1.4,2.4,17.6,4.5,5.5,219.7,8.1
98,W-5,WS-KIT-63,212,19.1,113,New York,R,-5.0,-1.9,14.0,3.2,2.0,216.0,5.5
99,W-4,WS-KIT-63,213,18.2,120,New York,R,-2.3,0.5,1.7,-4.7,8.1,216.7,3.8
100,W-3,WS-KIT-63,207,18.6,106,New York,R,-2.8,-2.8,1.2,2.2,-6.4,217.9,0.4
101,W-2,WS-KIT-63,172,21.5,119,New York,R,-18.9,-16.9,15.6,15.6,4.8,209.1,7.1
102,W-1,WS-KIT-63,154,20.0,120,New York,R,-23.4,-10.5,3.4,-7.0,4.8,197.9,3.1
103,W0,WS-KIT-63,190,21.9,105,New York,R,1.9,23.4,11.9,9.5,-9.7,194.9,4.5
0,W-103,WS-KIT-64,72,32.3,93,New York,R,0.0,0.0,0.0,0.0,0.0,72.0,0.0
1,W-102,WS-KIT-64,69,33.7,83,New York,R,0.0,-4.2,0.0,4.3,0.0,70.5,0.0
2,W-101,WS-KIT-64,66,34.7,83,New York,R,0.0,-4.3,0.0,3.0,0.0,69.0,0.0
3,W-100,WS-KIT-64,64,31.2,84,New York,R,0.0,-3.0,0.0,-10.1,0.0,67.8,0.0
4,W-99,WS-KIT-64,59,30.7,87,New York,R,-12.9,-7.8,-6.9,-1.6,1.5,66.0,0.6
5,W-98,WS-KIT-64,64,32.5,93,New York,R,-0.8,8.5,-0.2,5.9,10.4,65.7,4.2
6,W-97,WS-KIT-64,69,32.2,83,New York,R,9.1,7.8,-0.2,-0.9,-4.3,66.1,2.7
7,W-96,WS-KIT-64,66,32.6,85,New York,R,3.1,-4.3,3.0,1.2,-2.0,65.3,1.9
8,W-95,WS-KIT-64,59,33.7,84,New York,R,-8.5,-10.6,5.3,3.4,-3.4,63.9,1.8
9,W-94,WS-KIT-64,69,31.0,93,New York,R,7.0,16.9,-5.3,-8.0,7.8,64.3,5.2
10,W-93,WS-KIT-64,64,32.9,85,New York,R,-2.7,-7.2,1.6,6.1,-1.4,64.3,0.5
11,W-92,WS-KIT-64,72,31.6,82,New York,R,11.6,12.5,-2.9,-4.0,-5.5,66.1,3.5
12,W-91,WS-KIT-64,77,32.9,82,New York,R,16.7,6.9,1.9,4.1,-4.7,68.0,5.6
13,W-90,WS-KIT-64,86,33.6,86,New York,R,22.0,11.7,4.7,2.1,0.6,70.4,8.4
14,W-89,WS-KIT-64,80,34.2,95,New York,R,7.0,-7.0,4.4,1.8,13.4,72.4,8.9
15,W-88,WS-KIT-64,95,31.7,94,New York,R,20.6,18.8,-4.2,-7.3,9.0,77.6,9.8
16,W-87,WS-KIT-64,103,32.6,94,New York,R,21.9,8.4,-1.5,2.8,5.3,82.4,8.7
17,W-86,WS-KIT-64,102,32.4,96,New York,R,12.1,-1.0,-1.9,-0.6,4.1,87.9,5.3
18,W-85,WS-KIT-64,97,30.9,89,New York,R,2.1,-4.9,-5.6,-4.6,-6.1,91.4,0.6
19,W-84,WS-KIT-64,104,34.4,91,New York,R,4.8,7.2,7.8,11.3,-2.4,95.3,4.0
20,W-83,WS-KIT-64,124,32.1,83,New York,R,22.2,19.2,-1.5,-6.7,-10.3,100.7,6.7
21,W-82,WS-KIT-64,132,33.1,87,New York,R,23.7,6.5,2.0,3.1,-3.1,108.1,7.8
22,W-81,WS-KIT-64,138,33.7,96,New York,R,20.8,4.5,3.3,1.8,9.7,114.3,11.2
23,W-80,WS-KIT-64,153,32.6,94,New York,R,22.9,10.9,-2.2,-3.3,5.3,121.4,9.0
24,W-79,WS-KIT-64,146,31.1,89,New York,R,6.8,-4.6,-5.4,-4.6,-1.1,127.7,2.0
25,W-78,WS-KIT-64,147,34.6,97,New York,R,3.3,0.7,6.1,11.3,6.0,134.9,5.4
26,W-77,WS-KIT-64,169,32.9,92,New York,R,15.8,15.0,-0.3,-4.9,-2.1,144.1,4.7
27,W-76,WS-KIT-64,183,34.3,95,New York,R,19.0,8.3,4.6,4.3,2.2,152.6,8.1
28,W-75,WS-KIT-64,186,32.6,90,New York,R,15.3,1.6,-1.9,-5.0,-3.5,160.3,4.6
29,W-74,WS-KIT-64,186,32.1,92,New York,R,8.6,0.0,-4.5,-1.5,-1.6,167.1,2.6
30,W-73,WS-KIT-64,173,31.4,89,New York,R,-4.4,-7.0,-4.8,-2.2,-3.5,170.0,0.0
31,W-72,WS-KIT-64,164,31.4,93,New York,R,-9.9,-5.2,-3.7,0.0,1.6,172.6,0.6
32,W-71,WS-KIT-64,172,31.7,81,New York,R,-3.0,4.9,-0.5,1.0,-11.0,176.1,0.0
33,W-70,WS-KIT-64,173,39.5,84,New York,R,-0.4,0.6,24.8,24.6,-5.4,176.7,8.3
34,W-69,WS-KIT-64,173,33.4,94,New York,R,1.5,0.0,-0.3,-15.4,8.4,175.3,3.8
35,W-68,WS-KIT-64,165,31.5,92,New York,R,-3.2,-4.6,-7.4,-5.7,4.5,172.3,1.8
36,W-67,WS-KIT-64,158,34.0,86,New York,R,-7.5,-4.2,-0.1,7.9,-2.0,168.3,0.0
37,W-66,WS-KIT-64,186,34.2,89,New York,R,11.2,17.7,-1.2,0.6,0.0,170.1,3.4
38,W-65,WS-KIT-64,190,42.8,81,New York,R,11.4,2.2,28.6,25.1,-10.2,173.9,13.0
39,W-64,WS-KIT-64,162,31.4,93,New York,R,-7.3,-14.7,-11.9,-26.6,6.9,172.4,2.8
40,W-63,WS-KIT-64,141,33.4,84,New York,R,-19.0,-13.0,-6.2,6.4,-3.7,167.9,0.0
41,W-62,WS-KIT-64,142,33.4,87,New York,R,-16.3,0.7,-5.8,0.0,0.3,163.4,0.1
42,W-61,WS-KIT-64,137,33.2,87,New York,R,-13.7,-3.5,-5.8,-0.6,0.9,159.4,0.4
43,W-60,WS-KIT-64,137,31.8,86,New York,R,-5.8,0.0,-3.2,-4.2,-2.0,156.4,0.0
44,W-59,WS-KIT-64,127,31.4,81,New York,R,-8.8,-7.3,-4.7,-1.3,-5.8,148.0,0.0
45,W-58,WS-KIT-64,116,31.0,83,New York,R,-14.5,-8.7,-4.5,-1.3,-2.6,137.4,0.0
46,W-57,WS-KIT-64,123,49.9,83,New York,R,-4.8,6.0,56.7,61.0,-1.5,131.9,18.9
47,W-56,WS-KIT-64,89,31.8,84,New York,R,-29.2,-27.6,-11.7,-36.3,0.9,124.4,0.4
48,W-55,WS-KIT-64,91,31.3,85,New York,R,-20.0,2.2,-13.1,-1.6,2.7,117.1,1.1
49,W-54,WS-KIT-64,85,31.7,91,New York,R,-18.9,-6.6,-11.9,1.3,8.7,109.7,3.5
50,W-53,WS-KIT-64,160,81.8,82,New York,R,64.9,88.2,126.1,158.0,-4.4,113.0,61.5
51,W-52,WS-KIT-64,116,55.7,91,New York,R,9.2,-27.5,26.2,-31.9,6.4,111.4,14.1
52,W-51,WS-KIT-64,68,32.9,84,New York,R,-39.8,-41.4,-34.4,-40.9,-3.7,104.6,0.0
53,W-50,WS-KIT-64,80,32.9,90,New York,R,-25.4,17.6,-34.9,0.0,3.4,98.4,1.4
54,W-49,WS-KIT-64,69,34.1,82,New York,R,-34.9,-13.8,-32.9,3.6,-5.5,95.6,0.0
55,W-48,WS-KIT-64,63,33.3,96,New York,R,-24.3,-8.7,-14.4,-2.3,10.7,91.6,4.3
56,W-47,WS-KIT-64,80,44.5,89,New York,R,14.3,27.0,33.6,33.6,1.1,90.9,15.9
57,W-46,WS-KIT-64,67,42.8,95,New York,R,-8.2,-16.2,18.2,-3.8,6.4,77.6,8.6
58,W-45,WS-KIT-64,93,52.5,95,New York,R,33.3,38.8,35.7,22.7,5.0,74.3,23.9
59,W-44,WS-KIT-64,121,72.3,85,New York,R,59.7,30.1,67.1,37.7,-9.3,81.9,40.3
60,W-43,WS-KIT-64,60,32.8,94,New York,R,-33.5,-50.4,-38.1,-54.6,3.3,79.0,1.3
61,W-42,WS-KIT-64,56,33.4,90,New York,R,-34.3,-6.7,-33.3,1.8,-2.4,77.1,0.0
62,W-41,WS-KIT-64,103,52.3,85,New York,R,24.8,83.9,9.5,56.6,-6.6,82.9,10.6
63,W-40,WS-KIT-64,152,90.8,91,New York,R,78.8,47.6,90.4,73.6,2.8,93.1,54.9
64,W-39,WS-KIT-64,168,84.1,93,New York,R,81.1,10.5,60.7,-7.4,3.3,107.6,45.9
65,W-38,WS-KIT-64,76,31.2,86,New York,R,-36.5,-54.8,-52.1,-62.9,-4.2,105.1,0.0
66,W-37,WS-KIT-64,146,68.9,94,New York,R,17.0,92.1,6.7,120.8,5.9,108.7,9.7
67,W-36,WS-KIT-64,89,31.4,92,New York,R,-34.3,-39.0,-54.3,-54.4,1.1,112.9,0.4
68,W-35,WS-KIT-64,92,30.9,94,New York,R,-23.2,3.4,-42.7,-1.6,3.0,118.0,1.2
69,W-34,WS-KIT-64,198,80.2,82,New York,R,96.5,115.2,97.5,159.5,-10.4,131.6,61.5
70,W-33,WS-KIT-64,168,71.6,90,New York,R,28.0,-15.2,35.5,-10.7,-0.6,133.9,20.2
71,W-32,WS-KIT-64,109,33.1,91,New York,R,-20.3,-35.1,-38.2,-53.8,1.7,125.4,0.7
72,W-31,WS-KIT-64,113,32.8,82,New York,R,-20.3,3.7,-39.2,-0.9,-8.1,130.7,0.0
73,W-30,WS-KIT-64,136,34.2,92,New York,R,-7.5,20.4,-37.2,4.3,6.7,129.3,2.7
74,W-29,WS-KIT-64,130,30.9,89,New York,R,-1.1,-4.4,-28.0,-9.6,0.3,135.1,0.1
75,W-28,WS-KIT-64,135,31.5,81,New York,R,10.7,3.8,-3.8,1.9,-8.5,141.3,3.2
76,W-27,WS-KIT-64,142,33.2,85,New York,R,10.5,5.2,2.6,5.4,-1.2,133.3,4.0
77,W-26,WS-KIT-64,142,32.8,96,New York,R,4.6,0.0,1.1,-1.2,10.7,129.6,6.0
78,W-25,WS-KIT-64,155,32.9,91,New York,R,12.9,9.2,2.5,0.3,3.7,136.1,6.2
79,W-24,WS-KIT-64,167,33.0,87,New York,R,16.4,7.7,1.2,0.3,-1.4,143.9,5.3
80,W-23,WS-KIT-64,158,33.5,96,New York,R,4.3,-5.4,1.6,1.5,7.0,147.0,4.6
81,W-22,WS-KIT-64,163,34.1,95,New York,R,4.8,3.2,3.2,1.8,2.7,151.7,3.6
82,W-21,WS-KIT-64,199,32.7,84,New York,R,23.8,22.1,-2.0,-4.1,-8.9,160.9,7.1
83,W-20,WS-KIT-64,181,32.6,91,New York,R,5.4,-9.0,-2.2,-0.3,0.6,166.4,1.9
84,W-19,WS-KIT-64,191,34.2,84,New York,R,9.0,5.5,2.9,4.9,-8.2,173.4,3.7
85,W-18,WS-KIT-64,171,32.5,96,New York,R,-6.8,-10.5,-2.7,-5.0,8.5,175.7,3.4
86,W-17,WS-KIT-64,186,31.1,91,New York,R,0.3,8.8,-5.8,-4.3,2.5,178.4,1.1
87,W-16,WS-KIT-64,159,33.9,82,New York,R,-12.8,-14.5,4.0,9.0,-9.4,178.6,1.3
88,W-15,WS-KIT-64,182,32.9,95,New York,R,3.0,14.5,-0.1,-2.9,7.6,181.3,3.9
89,W-14,WS-KIT-64,174,32.5,89,New York,R,-0.3,-4.4,-0.3,-1.2,-2.2,177.7,0.0
90,W-13,WS-KIT-64,182,32.0,87,New York,R,3.9,4.6,-1.8,-1.5,-2.5,177.9,1.2
91,W-12,WS-KIT-64,157,34.3,88,New York,R,-9.9,-13.7,4.5,7.2,-0.3,173.0,1.5
92,W-11,WS-KIT-64,147,33.2,81,New York,R,-15.4,-6.4,0.8,-3.2,-9.7,169.6,0.3
93,W-10,WS-KIT-64,137,34.3,85,New York,R,-17.0,-6.8,3.9,3.3,-1.4,162.6,1.3
94,W-9,WS-KIT-64,129,31.0,96,New York,R,-17.2,-5.8,-7.3,-9.6,12.6,158.3,5.0
95,W-8,WS-KIT-64,139,31.2,86,New York,R,-2.5,7.8,-6.0,0.6,-1.7,152.1,0.0
96,W-7,WS-KIT-64,120,33.1,89,New York,R,-13.0,-13.7,2.1,6.1,2.3,144.4,1.6
97,W-6,WS-KIT-64,116,31.9,97,New York,R,-11.6,-3.3,-1.5,-3.6,9.0,135.0,3.6
98,W-5,WS-KIT-64,105,34.0,87,New York,R,-16.7,-9.5,6.9,6.6,-5.4,127.6,2.3
99,W-4,WS-KIT-64,97,34.5,91,New York,R,-19.2,-7.6,6.0,1.5,1.4,120.4,2.6
100,W-3,WS-KIT-64,102,32.1,88,New York,R,-6.8,5.2,-3.8,-7.0,-3.3,115.4,0.0
101,W-2,WS-KIT-64,90,31.9,86,New York,R,-14.3,-11.8,-3.7,-0.6,-5.2,109.9,0.0
102,W-1,WS-KIT-64,85,31.6,93,New York,R,-13.7,-5.6,-4.6,-0.9,5.7,102.1,2.3
103,W0,WS-KIT-64,91,33.7,88,New York,R,-2.7,7.1,3.6,6.6,-1.7,98.0,1.2
0,W-103,WS-ENT-65,63,29.9,89,Charlotte,R,0.0,0.0,0.0,0.0,0.0,63.0,0.0
1,W-102,WS-ENT-65,60,32.5,91,Charlotte,R,0.0,-4.8,0.0,8.7,0.0,61.5,0.0
2,W-101,WS-ENT-65,59,30.1,86,Charlotte,R,0.0,-1.7,0.0,-7.4,0.0,60.7,0.0
3,W-100,WS-ENT-65,54,31.6,88,Charlotte,R,0.0,-8.5,0.0,5.0,0.0,59.0,0.0
4,W-99,WS-ENT-65,58,32.7,100,Charlotte,R,-1.7,7.4,5.4,3.5,13.0,58.8,7.0
5,W-98,WS-ENT-65,59,30.9,89,Charlotte,R,2.2,1.7,-2.6,-5.5,-2.5,58.8,0.7
6,W-97,WS-ENT-65,54,29.8,98,Charlotte,R,-6.1,-8.5,-4.9,-3.6,8.0,58.1,3.2
7,W-96,WS-ENT-65,56,31.1,87,Charlotte,R,-0.4,3.7,-0.5,4.4,-7.2,57.1,0.0
8,W-95,WS-ENT-65,57,30.3,89,Charlotte,R,0.4,1.8,-2.7,-2.6,-4.8,56.7,0.1
9,W-94,WS-ENT-65,54,32.2,89,Charlotte,R,-4.4,-5.3,5.5,6.3,-1.9,56.0,1.8
10,W-93,WS-ENT-65,60,33.1,84,Charlotte,R,8.6,11.1,7.3,2.8,-7.4,56.9,5.0
11,W-92,WS-ENT-65,66,33.3,90,Charlotte,R,16.3,10.0,5.1,0.6,3.2,58.0,7.9
12,W-91,WS-ENT-65,71,31.0,94,Charlotte,R,19.8,7.6,-3.8,-6.9,6.8,59.7,8.7
13,W-90,WS-ENT-65,71,32.7,93,Charlotte,R,13.1,0.0,0.9,5.5,4.2,62.1,5.9
14,W-89,WS-ENT-65,77,31.4,99,Charlotte,R,14.9,8.5,-3.5,-4.0,9.7,65.1,8.3
15,W-88,WS-ENT-65,79,31.6,84,Charlotte,R,10.9,2.6,-1.6,0.6,-10.6,68.3,3.3
16,W-87,WS-ENT-65,87,30.0,86,Charlotte,R,16.8,10.1,-5.3,-5.1,-7.0,73.0,5.0
17,W-86,WS-ENT-65,90,33.3,85,Charlotte,R,14.6,3.4,6.0,11.0,-6.1,77.3,6.4
18,W-85,WS-ENT-65,89,33.6,93,Charlotte,R,6.9,-1.1,6.4,0.9,5.1,80.6,6.2
19,W-84,WS-ENT-65,96,32.8,91,Charlotte,R,11.3,7.9,2.1,-2.4,4.6,84.1,5.9
20,W-83,WS-ENT-65,103,32.0,95,Charlotte,R,13.8,7.3,-1.3,-2.4,7.0,88.7,6.9
21,W-82,WS-ENT-65,112,31.9,85,Charlotte,R,18.5,8.7,-3.1,-0.3,-6.6,93.7,5.5
22,W-81,WS-ENT-65,119,32.3,85,Charlotte,R,19.0,6.2,-0.8,1.3,-6.6,99.4,5.7
23,W-80,WS-ENT-65,121,30.9,87,Charlotte,R,12.6,1.7,-4.2,-4.3,-2.2,104.3,3.8
24,W-79,WS-ENT-65,125,32.2,95,Charlotte,R,9.9,3.3,1.3,4.2,8.0,109.3,6.6
25,W-78,WS-ENT-65,132,33.6,98,Charlotte,R,10.7,5.6,5.6,4.3,11.4,115.4,9.6
26,W-77,WS-ENT-65,149,31.3,87,Charlotte,R,19.9,12.9,-2.9,-6.8,-4.7,123.0,6.0
27,W-76,WS-ENT-65,143,32.9,94,Charlotte,R,8.5,-4.0,2.8,5.1,2.5,128.7,4.5
28,W-75,WS-ENT-65,164,31.5,97,Charlotte,R,19.5,14.7,-3.1,-4.3,3.7,136.1,7.3
29,W-74,WS-ENT-65,157,30.5,90,Charlotte,R,6.8,-4.3,-5.6,-3.2,-4.3,141.6,2.0
30,W-73,WS-ENT-65,164,30.6,91,Charlotte,R,7.0,4.5,-3.0,0.3,-1.1,147.7,2.1
31,W-72,WS-ENT-65,158,29.9,89,Charlotte,R,0.6,-3.7,-4.7,-2.3,-4.3,152.4,0.2
32,W-71,WS-ENT-65,161,30.9,94,Charlotte,R,0.2,1.9,0.9,3.3,2.5,156.6,1.4
33,W-70,WS-ENT-65,154,31.1,93,Charlotte,R,-3.8,-4.3,2.1,0.6,2.2,157.3,1.6
34,W-69,WS-ENT-65,156,31.0,89,Charlotte,R,-2.0,1.3,1.2,-0.3,-3.0,159.1,0.4
35,W-68,WS-ENT-65,158,32.7,85,Charlotte,R,0.5,1.3,6.4,5.5,-6.8,158.3,2.3
36,W-67,WS-ENT-65,145,30.8,99,Charlotte,R,-7.8,-8.2,-2.0,-5.8,9.7,156.6,3.9
37,W-66,WS-ENT-65,147,30.0,99,Charlotte,R,-4.1,1.4,-4.5,-2.6,8.2,154.1,3.3
38,W-65,WS-ENT-65,141,32.3,87,Charlotte,R,-6.9,-4.1,3.8,7.7,-6.5,151.7,1.3
39,W-64,WS-ENT-65,134,32.9,94,Charlotte,R,-9.3,-5.0,4.6,1.9,1.6,147.9,2.2
40,W-63,WS-ENT-65,144,32.0,87,Charlotte,R,1.6,7.5,1.6,-2.7,-8.2,146.4,1.0
41,W-62,WS-ENT-65,128,32.1,87,Charlotte,R,-9.5,-11.1,0.9,0.3,-5.2,142.4,0.3
42,W-61,WS-ENT-65,205,84.7,92,Charlotte,R,49.9,60.2,162.0,163.9,3.7,149.1,66.5
43,W-60,WS-ENT-65,201,78.0,99,Charlotte,R,31.6,-2.0,71.7,-7.9,10.0,157.1,37.4
44,W-59,WS-ENT-65,141,44.6,94,Charlotte,R,-16.8,-29.9,-21.3,-42.8,3.0,156.3,1.2
45,W-58,WS-ENT-65,197,73.7,88,Charlotte,R,16.7,39.7,23.1,65.2,-5.4,164.3,12.7
46,W-57,WS-ENT-65,87,31.2,89,Charlotte,R,-53.2,-55.8,-55.6,-57.7,-4.6,157.6,0.0
47,W-56,WS-ENT-65,93,33.3,86,Charlotte,R,-40.6,6.9,-41.5,6.7,-7.0,150.3,0.0
48,W-55,WS-ENT-65,152,71.0,96,Charlotte,R,17.4,63.4,55.4,113.2,7.6,153.7,26.7
49,W-54,WS-ENT-65,164,84.5,98,Charlotte,R,24.0,7.9,61.6,19.0,9.2,147.9,31.4
50,W-53,WS-ENT-65,132,75.1,93,Charlotte,R,6.5,-19.5,36.5,-11.1,0.8,138.0,14.4
51,W-52,WS-ENT-65,99,51.3,91,Charlotte,R,-26.8,-25.0,-22.2,-31.7,-2.4,132.0,0.0
52,W-51,WS-ENT-65,84,47.6,98,Charlotte,R,-38.6,-15.2,-32.5,-7.2,3.7,115.9,1.5
53,W-50,WS-ENT-65,84,47.4,99,Charlotte,R,-29.9,0.0,-26.7,-0.4,4.2,115.4,1.7
